1;355782095486801;2017-11-01;12;6408430406975;1,000000;;6715;Q_4-7;E_4-7
1;356509977338853;2017-11-06;8;6418510000917;1,000000;65-;6715;Q_4-7;E_1-3
1;355806362094304;2017-11-01;13;6410405087065;1,000000;55-64;6715;Q_4-7;E_1-3
1;356057114154137;2017-11-03;13;6420256014134;1,000000;45-54;6715;Q_1-3;E_8-10
1;356158567481622;2017-11-03;14;2000985500005;2,000000;65-;6715;Q_4-7;E_8-10
1;355936189143349;2017-11-02;11;6438242920406;2,000000;55-64;6715;Q_1-3;E_1-3
1;356366386765078;2017-11-05;14;6408430024957;4,000000;45-54;6715;Q_1-3;E_8-10
1;356117839247694;2017-11-03;11;2000680900001;1,483000;65-;6715;Q_8-10;E_4-7
1;355917663753680;2017-11-02;15;6417700061066;1,000000;65-;6715;Q_4-7;E_8-10
1;356658519480042;2017-11-07;12;6410405142276;2,000000;45-54;6715;Q_1-3;E_8-10
1;356315622271778;2017-11-04;10;6430024140972;1,000000;65-;6715;Q_1-3;E_1-3
1;355835341643476;2017-11-01;14;6407850059136;2,000000;55-64;6715;Q_4-7;E_1-3
1;356507836585249;2017-11-06;14;64027173;1,000000;45-54;6715;Q_1-3;E_8-10
1;355896377360969;2017-11-02;10;6410803642019;2,000000;65-;6715;Q_4-7;E_1-3
1;356296473415494;2017-11-04;16;6410405108319;2,000000;65-;6715;Q_1-3;E_8-10
1;356629240622521;2017-11-07;18;2000218500000;0,454000;45-54;6715;Q_1-3;E_4-7
1;356480208139261;2017-11-06;18;2000973900008;10,000000;65-;6715;Q_4-7;E_1-3
1;356489421245203;2017-11-06;11;3086125705119;1,000000;55-64;6715;Q_1-3;E_8-10
1;356493232711835;2017-11-06;9;6411200107446;2,000000;65-;6715;Q_4-7;E_4-7
1;356147407872973;2017-11-03;18;2000967100001;0,138000;65-;6715;Q_8-10;E_1-3
1;356055401728753;2017-11-03;18;2000973900008;3,000000;55-64;6715;Q_4-7;E_8-10
1;356519574841916;2017-11-06;10;2000613700005;0,439000;65-;6715;Q_4-7;E_8-10
1;356508221869866;2017-11-06;10;6410105902460;2,000000;65-;6715;Q_1-3;E_1-3
1;356271671203576;2017-11-04;12;6408430340361;1,000000;65-;6715;Q_8-10;E_8-10
1;356162723075200;2017-11-03;15;6411401016073;2,000000;;6715;Q_4-7;E_1-3
1;356419869217819;2017-11-05;19;6430104958213;2,000000;45-54;6715;Q_1-3;E_4-7
1;355782095486801;2017-11-01;12;6407820024379;2,000000;;6715;Q_4-7;E_4-7
1;356509977338853;2017-11-06;8;2000818700008;0,953000;65-;6715;Q_4-7;E_1-3
1;355806362094304;2017-11-01;13;2000818700008;0,483000;55-64;6715;Q_4-7;E_1-3
1;356057114154137;2017-11-03;13;6420256013212;2,000000;45-54;6715;Q_1-3;E_8-10
1;356158567481622;2017-11-03;14;6430010764007;2,000000;65-;6715;Q_4-7;E_8-10
1;355927421560881;2017-11-02;13;6410405192097;1,000000;45-54;6715;Q_1-3;E_8-10
1;355936189143349;2017-11-02;11;6411300000494;4,000000;55-64;6715;Q_1-3;E_1-3
1;356366386765078;2017-11-05;14;6410402025602;1,000000;45-54;6715;Q_1-3;E_8-10
1;356117839247694;2017-11-03;11;6408430064885;2,000000;65-;6715;Q_8-10;E_4-7
1;356018448352206;2017-11-02;10;6411090041035;1,000000;55-64;6715;Q_4-7;E_8-10
1;355917663753680;2017-11-02;15;6408430002283;5,000000;65-;6715;Q_4-7;E_8-10
1;356658519480042;2017-11-07;12;6408180733901;1,000000;45-54;6715;Q_1-3;E_8-10
1;356315622271778;2017-11-04;10;6410381090561;2,000000;65-;6715;Q_1-3;E_1-3
1;355835341643476;2017-11-01;14;6410405095893;2,000000;55-64;6715;Q_4-7;E_1-3
1;356507836585249;2017-11-06;14;6437005050169;2,000000;45-54;6715;Q_1-3;E_8-10
1;355896377360969;2017-11-02;10;2000104300004;0,845000;65-;6715;Q_4-7;E_1-3
1;356296473415494;2017-11-04;16;6411401019012;2,000000;65-;6715;Q_1-3;E_8-10
1;356629240622521;2017-11-07;18;6410405157492;1,000000;45-54;6715;Q_1-3;E_4-7
1;356480208139261;2017-11-06;18;6410405082626;1,000000;65-;6715;Q_4-7;E_1-3
1;356489421245203;2017-11-06;11;6437005050169;1,000000;55-64;6715;Q_1-3;E_8-10
1;356493232711835;2017-11-06;9;6410405121080;2,000000;65-;6715;Q_4-7;E_4-7
1;356147407872973;2017-11-03;18;6409100060985;2,000000;65-;6715;Q_8-10;E_1-3
1;356055401728753;2017-11-03;18;6419800020899;4,000000;55-64;6715;Q_4-7;E_8-10
1;356519574841916;2017-11-06;10;6411402117700;1,000000;65-;6715;Q_4-7;E_8-10
1;356508221869866;2017-11-06;10;6410405082657;1,000000;65-;6715;Q_1-3;E_1-3
1;356271671203576;2017-11-04;12;6415350000725;1,000000;65-;6715;Q_8-10;E_8-10
1;356162723075200;2017-11-03;15;6408430037001;1,000000;;6715;Q_4-7;E_1-3
1;356419869217819;2017-11-05;19;6430104958206;1,000000;45-54;6715;Q_1-3;E_4-7
1;355782095486801;2017-11-01;12;6408430044269;1,000000;;6715;Q_4-7;E_4-7
1;356509977338853;2017-11-06;8;6410405179029;2,000000;65-;6715;Q_4-7;E_1-3
1;355806362094304;2017-11-01;13;6408430042869;2,000000;55-64;6715;Q_4-7;E_1-3
1;356057114154137;2017-11-03;13;2000908100008;0,911000;45-54;6715;Q_1-3;E_8-10
1;356353609360408;2017-11-05;14;3574660719628;2,000000;55-64;6715;Q_4-7;E_4-7
1;356158567481622;2017-11-03;14;7310240651287;1,000000;65-;6715;Q_4-7;E_8-10
1;355927421560881;2017-11-02;13;6430017808001;2,000000;45-54;6715;Q_1-3;E_8-10
1;356366386765078;2017-11-05;14;6407860062287;3,000000;45-54;6715;Q_1-3;E_8-10
1;356117839247694;2017-11-03;11;5410146409318;1,000000;65-;6715;Q_8-10;E_4-7
1;356018448352206;2017-11-02;10;6420101441542;2,000000;55-64;6715;Q_4-7;E_8-10
1;355917663753680;2017-11-02;15;2000818700008;1,463000;65-;6715;Q_4-7;E_8-10
1;356658519480042;2017-11-07;12;6412000031771;1,000000;45-54;6715;Q_1-3;E_8-10
1;356315622271778;2017-11-04;10;6409100060749;2,000000;65-;6715;Q_1-3;E_1-3
1;356507836585249;2017-11-06;14;6410405082657;1,000000;45-54;6715;Q_1-3;E_8-10
1;355896377360969;2017-11-02;10;2000624700001;2,814000;65-;6715;Q_4-7;E_1-3
1;356296473415494;2017-11-04;16;6410405138187;2,000000;65-;6715;Q_1-3;E_8-10
1;356629240622521;2017-11-07;18;6438706177346;2,000000;45-54;6715;Q_1-3;E_4-7
1;356480208139261;2017-11-06;18;6438706172549;2,000000;65-;6715;Q_4-7;E_1-3
1;356489421245203;2017-11-06;11;2000528000009;0,672000;55-64;6715;Q_1-3;E_8-10
1;356493232711835;2017-11-06;9;2000554900007;1,045000;65-;6715;Q_4-7;E_4-7
1;356147407872973;2017-11-03;18;6413300018004;2,000000;65-;6715;Q_8-10;E_1-3
1;356055401728753;2017-11-03;18;2387975700004;0,882000;55-64;6715;Q_4-7;E_8-10
1;356519574841916;2017-11-06;10;2000554900007;0,854000;65-;6715;Q_4-7;E_8-10
1;356508221869866;2017-11-06;10;6410405087591;1,000000;65-;6715;Q_1-3;E_1-3
1;356271671203576;2017-11-04;12;2000614400003;0,333000;65-;6715;Q_8-10;E_8-10
1;356685239129143;2017-11-07;15;2393151300005;0,790000;55-64;6715;Q_4-7;E_4-7
1;356575436674006;2017-11-07;16;6410405069146;2,000000;55-64;6715;Q_1-3;E_8-10
1;356014771785112;2017-11-02;14;2000988000007;5,000000;65-;6715;Q_4-7;E_4-7
1;356162723075200;2017-11-03;15;6410405091260;8,000000;;6715;Q_4-7;E_1-3
1;356419869217819;2017-11-05;19;6410105904839;2,000000;45-54;6715;Q_1-3;E_4-7
1;355782095486801;2017-11-01;12;2000609800009;0,457000;;6715;Q_4-7;E_4-7
1;356057114154137;2017-11-03;13;6410405060457;2,000000;45-54;6715;Q_1-3;E_8-10
1;355774229823119;2017-11-01;17;6408641027488;2,000000;45-54;6715;Q_1-3;E_8-10
1;356158567481622;2017-11-03;14;6410405124333;2,000000;65-;6715;Q_4-7;E_8-10
1;355927421560881;2017-11-02;13;6410607131696;1,000000;45-54;6715;Q_1-3;E_8-10
1;356366386765078;2017-11-05;14;8714100289969;1,000000;45-54;6715;Q_1-3;E_8-10
1;356117839247694;2017-11-03;11;2000973900008;1,000000;65-;6715;Q_8-10;E_4-7
1;356018448352206;2017-11-02;10;2387975700004;0,964000;55-64;6715;Q_4-7;E_8-10
1;356658519480042;2017-11-07;12;2000818700008;0,409000;45-54;6715;Q_1-3;E_8-10
1;356315622271778;2017-11-04;10;6409460002779;2,000000;65-;6715;Q_1-3;E_1-3
1;356081572239109;2017-11-03;8;6430024140972;1,000000;;6715;Q_4-7;E_4-7
1;356507836585249;2017-11-06;14;6409100050306;1,000000;45-54;6715;Q_1-3;E_8-10
1;355896377360969;2017-11-02;10;6408430000449;1,000000;65-;6715;Q_4-7;E_1-3
1;356296473415494;2017-11-04;16;6414301024797;1,000000;65-;6715;Q_1-3;E_8-10
1;356629240622521;2017-11-07;18;6410405095893;1,000000;45-54;6715;Q_1-3;E_4-7
1;356480208139261;2017-11-06;18;6410405170866;2,000000;65-;6715;Q_4-7;E_1-3
1;356489421245203;2017-11-06;11;6410405091543;1,000000;55-64;6715;Q_1-3;E_8-10
1;356493232711835;2017-11-06;9;6416597113919;1,000000;65-;6715;Q_4-7;E_4-7
1;356147407872973;2017-11-03;18;6415131402342;1,000000;65-;6715;Q_8-10;E_1-3
1;356055401728753;2017-11-03;18;6416021000389;2,000000;55-64;6715;Q_4-7;E_8-10
1;356519574841916;2017-11-06;10;2000973900008;1,000000;65-;6715;Q_4-7;E_8-10
1;356271671203576;2017-11-04;12;6410402008919;1,000000;65-;6715;Q_8-10;E_8-10
1;356685239129143;2017-11-07;15;2000405900002;1,250000;55-64;6715;Q_4-7;E_4-7
1;356575436674006;2017-11-07;16;6408430037001;1,000000;55-64;6715;Q_1-3;E_8-10
1;356014771785112;2017-11-02;14;6408430000135;1,000000;65-;6715;Q_4-7;E_4-7
1;356162723075200;2017-11-03;15;6410405082626;2,000000;;6715;Q_4-7;E_1-3
1;356419869217819;2017-11-05;19;7310960024873;2,000000;45-54;6715;Q_1-3;E_4-7
1;355782095486801;2017-11-01;12;6406970000820;2,000000;;6715;Q_4-7;E_4-7
1;356629035499786;2017-11-07;19;6416453018228;2,000000;45-54;6715;Q_4-7;E_4-7
1;356057114154137;2017-11-03;13;6410381090561;1,000000;45-54;6715;Q_1-3;E_8-10
1;355774229823119;2017-11-01;17;2000818700008;0,388000;45-54;6715;Q_1-3;E_8-10
1;356158567481622;2017-11-03;14;6410405082626;2,000000;65-;6715;Q_4-7;E_8-10
1;355927421560881;2017-11-02;13;6416021000389;1,000000;45-54;6715;Q_1-3;E_8-10
1;355994237435138;2017-11-02;13;7310960718116;2,000000;45-54;6715;Q_1-3;E_8-10
1;356366386765078;2017-11-05;14;6410402025602;1,000000;45-54;6715;Q_1-3;E_8-10
1;356117839247694;2017-11-03;11;2000686300003;0,492000;65-;6715;Q_8-10;E_4-7
1;356018448352206;2017-11-02;10;6408430000128;1,000000;55-64;6715;Q_4-7;E_8-10
1;356658519480042;2017-11-07;12;6410405085627;1,000000;45-54;6715;Q_1-3;E_8-10
1;356315622271778;2017-11-04;10;6410402005284;2,000000;65-;6715;Q_1-3;E_1-3
1;356667304257764;2017-11-07;11;2000604700007;0,301000;65-;6715;Q_1-3;E_4-7
1;356081572239109;2017-11-03;8;6411300000487;2,000000;;6715;Q_4-7;E_4-7
1;356507836585249;2017-11-06;14;6411750010180;2,000000;45-54;6715;Q_1-3;E_8-10
1;355896377360969;2017-11-02;10;6408430000241;2,000000;65-;6715;Q_4-7;E_1-3
1;356296473415494;2017-11-04;16;5410146413605;2,000000;65-;6715;Q_1-3;E_8-10
1;356629240622521;2017-11-07;18;6438706274649;1,000000;45-54;6715;Q_1-3;E_4-7
1;356480208139261;2017-11-06;18;6410405155559;2,000000;65-;6715;Q_4-7;E_1-3
1;356489421245203;2017-11-06;11;6411402117700;1,000000;55-64;6715;Q_1-3;E_8-10
1;356493232711835;2017-11-06;9;6420256014714;1,000000;65-;6715;Q_4-7;E_4-7
1;356147407872973;2017-11-03;18;2000610500004;0,509000;65-;6715;Q_8-10;E_1-3
1;356055401728753;2017-11-03;18;6410405172433;2,000000;55-64;6715;Q_4-7;E_8-10
1;356519574841916;2017-11-06;10;6416046670000;2,000000;65-;6715;Q_4-7;E_8-10
1;356271671203576;2017-11-04;12;6412000017003;2,000000;65-;6715;Q_8-10;E_8-10
1;356575436674006;2017-11-07;16;6438019090547;2,000000;55-64;6715;Q_1-3;E_8-10
1;356014771785112;2017-11-02;14;6410105296255;1,000000;65-;6715;Q_4-7;E_4-7
1;356162723075200;2017-11-03;15;2000973900008;8,000000;;6715;Q_4-7;E_1-3
1;356419869217819;2017-11-05;19;6430024140972;1,000000;45-54;6715;Q_1-3;E_4-7
1;355782095486801;2017-11-01;12;6410220003073;1,000000;;6715;Q_4-7;E_4-7
1;356505987818144;2017-11-06;10;2000442300001;0,508000;65-;6715;Q_4-7;E_1-3
1;355774229823119;2017-11-01;17;6408430337590;1,000000;45-54;6715;Q_1-3;E_8-10
1;356158567481622;2017-11-03;14;6420101441542;3,000000;65-;6715;Q_4-7;E_8-10
1;355927421560881;2017-11-02;13;6411402232304;3,000000;45-54;6715;Q_1-3;E_8-10
1;355994237435138;2017-11-02;13;6410405181190;1,000000;45-54;6715;Q_1-3;E_8-10
1;356366386765078;2017-11-05;14;6408641027488;2,000000;45-54;6715;Q_1-3;E_8-10
1;356117839247694;2017-11-03;11;6413600007296;2,000000;65-;6715;Q_8-10;E_4-7
1;356018448352206;2017-11-02;10;2000797100004;0,392000;55-64;6715;Q_4-7;E_8-10
1;356658519480042;2017-11-07;12;6412000031962;1,000000;45-54;6715;Q_1-3;E_8-10
1;356315622271778;2017-11-04;10;5411386880349;2,000000;65-;6715;Q_1-3;E_1-3
